name,description,specializations,expertises,premierPartner,initiatives,products,regions
Axel Oudijk,"Compinc ... Industries: Advertising &amp; Marketing, Business &amp; Professional Services, Media &amp; Entertainment ... Support Country: United Kingdom",,,False,,,
MAS Technicae Group (International) LTD,Industries: Healthcare &amp; Life Sciences,,,False,,,
"Wallwisher, Inc",,,,False,,,
autoverse.tech,Provider of cloud data specialists. Helping companies realize the full value of developing their business in the cloud. We ...,,,False,,,
Anders Innovations,We provide services ranging from web development to cloud infrastructure and DevOps. We help companies reduce their ...,,,False,,,
Amplified eSolutions,"Amplified eSolutions is an interactive user-experience company which specializes in creating websites, mobile apps and customized software ...",,,False,,,
nowdigitaleasy,"Web Development and Web hosting company. ... A Complete Web Solution ... Attachment Name: nowdigitaleasy, nowdigitaleasy ...",,,False,,Google Workspace,APAC_REGION
"NXP USA, Inc",,,,False,,,
PT Vodea Dwi Karsa,"We are here to innovate through technology, helping businesses take the right step in carrying out digital transformation ...",,,False,,,
"Candi Controls, Inc.",,,,False,,,
Kangaroodoo Software Solutions,"Kdoo designs develops and delivers web and mobile applications that drive today&#39;s businesses; ERP, contactless, paperless solutions,. ... kdoo ...",,,False,,,
Fujitsu,"Fujitsu is the leading Japanese Information and Communication Technology (ICT) company, offering a full range of technology products, solutions ...",,,False,,,
Forte Consulting,"Independent consultant specialized in several domains in the realm of Cloud, Network Engineering, Project Management and Operations ...",,,False,,,
Computer Consultant Professionals,"Managed Service and Solution Provider in Western Australia. ... Industries: Financial Services, Advertising &amp; Marketing, Business ...",,,False,,,
CloudHop,"CloudHop is an ICT company that represents leading brands of cloud-based applications, which are considered best-of-breed in their respective ...",,,False,,,
Managed Computer Services,,,,False,,,
RHONDOS,We help our customers secure and observe their SAP data through a technology called PowerConnect as well as professional services to ...,,,False,,Google Cloud Platform,GLOBAL_REGION
ESTRELLA PERALTA PATRICIO XAVIER,,,,False,,,
dunp,"dunp agenzia di comunicazione roma dal 2009 è la risposta alla domanda di imprenditori, startup, piccole e grandi aziende che si interrogano sul ...",,,False,,Google Workspace,EMEA_REGION
Don Johnston Incorporated,,,,False,"Google for Education Integrated Solutions, ISV Solution Connect",,
Brandfolder Inc.,,,,False,,,
"Sierra Wireless, Inc.",Sierra Wireless (NASDAQ: SWIR) (TSX: SW) is building the Internet of Things with intelligent wireless solutions that empower organizations to ...,,,False,,,
TRONIX Software Solutions LTD,,,,False,,,
Unitas Global,"Unitas Global is a leading provider of enterprise connected, managed hybrid cloud solutions. As a trusted advisor, Unitas ...",,,False,,,
TOTAL TECHNOLOGIES GROUP AUSTRALIA PTY. LTD.,"Industries: Financial Services, Automotive, Business &amp; Professional Services, Food, Beverage &amp; Restaurants, Non-Profit, Tourism &amp; Leisure",,,False,,,
[GCPFS]waylay,,,,False,,,
Web Design and Hosting,,,,False,,Google Workspace,GLOBAL_REGION
AZOM TECH,"Azom Tech was founded in early 2018 by young multi-industry professionals who understand the gap between technology, academia, industry and ...",,,False,,,
Esmoz,Esmoz is a Pure player Data Agency based in Paris. Our Tech &amp; Data expertise for the success of your projects. Turn your ...,,,False,,,
Seven10,"Industries: Financial Services, Healthcare &amp; Life Sciences, Government",,,False,,,
InnovOcean Inc,InnovOcean is a technology &amp; management consulting services firm helping clients innovate using their capabilities of &quot;Data&quot; &amp; &quot;Cloud&quot; practice ...,,,False,,,
Upnet,"IT services company. ... We help you succeed! ... Attachment Name: Prezentare, Logo ... Industries: Other, Advertising &amp; ...",,,False,,Google Workspace,EMEA_REGION
Kre8iveminds Web Services,Kre8iveminds is a gsuite reseller based in Australia dedicated to deployment and administration of your email services ...,,,False,,,
Wolf Consulting,"As one of the leading business and technology consulting firms in South East Asia, Wolf Consulting provides comprehensive tailored solutions that ...",,,False,,,
Digital Mobile Innovations,"DMI is a global digital transformation services company that combines technical expertise, business strategy, and a collaborative mentality to ...",,,False,,,
Corporate Directory,"Softthink Solutions is an Information Technology services company, established in 2003. STSI provides end-to-end IT project ...",,,False,,,
Allegorithmic,,,,False,,,
TransVault Software,,,,False,,Google Workspace,GLOBAL_REGION
Workevo,Workevo gives you a powerful and centralized platform to driving growth at every stage of your business and every touchpoint in the customer ...,,,False,,,
IFINGO,Nous accompagnons les organisations pour leur transformation dans un monde numérique. ... Transformation dans un monde numérique ...,,,False,,,
"Computer Service Specialists, Inc.",,,,False,,,
MATERA,A Matera é uma empresa de tecnologia que oferece soluções que transformam a maneira como as pessoas realizam transações financeiras ...,,,False,,,
FullContact Inc.,Product Integration: Please enter the name of your company&#39;s product.- Please enter a description of your Integration with Google Cloud,,,False,,Google Workspace,GLOBAL_REGION
XARXES,"+573215865975. Julián Estrada Guzmán. jestrada@xarxes-sas.com. CO. ... PTO_CO/ATLCO ... Industries: Education, Business ...",,,False,,,
Enzyme Advising Group,Enzyme Advising Group es una empresa de servicios profesionales con presencia internacional que ofrece servicios de consultoría y ...,,,False,,,
Syntegrate,SYNTEGRATE was established in the year 2001 as the first company to provide Systems Integration services in Nepal ...,,,False,,,
cloudwrks,"cloudwrks is the Technology Advisory &amp; Consulting division of OD10 VENTURES focused on emerging areas such as Cloud Computing, DevOps ...",,,False,,,
USPACE,"USPACE is a startup cloud services company based in Malaga, Spain. we are specialized in hosting and migrating our clients software to cloud ...",,,False,,,
"Cogent Technology Solutions, Inc.",Cogent Technology Solutions delivers a full spectrum of services from offering short term support on a large project to providing full scale ...,,,False,,,
RWS Moravia,"RWS Moravia is part of the RWS family of companies, collectively a world leader in translation and localization, intellectual property support ...",,,False,,,
Linea Informatica Srl,LINEA INFORMATICA Srl rappresenta una realtà che opera nel settore dell&#39;Information Technology da oltre trentacinque anni ...,,,False,,,
DIGITALBUDDHA INFO SOLUTIONS LLP,"Digitalbuddha Info Solutions help businesses improve agility, build innovative customer experiences and bring new technologies to drive digital ...",,,False,,,
Berops,"At Berops, our mission is to enable client acceleration by maximizing the value cloud-infrastructures provide. Startups: We ...",,,False,,,
floreysoft GMBH,"Google Partner seit 2008 ... Attachment Name: a2f4M000001NAAX, Ultradox ... Industries: Education, Financial Services ...",,,False,,,
Ingram Micro,"3351 Michelson Drive, Suite 100 Irvine, CA 92612. Phone: 714-566-1000. ... Realizing the promise of technology ... Industries ...",,,False,,,
Qmea,"Qmea is a mix of productivity workspace services, security consultants, software company and marketing agency. Our core ...",,,False,,,
Mudano Limited,Mudano uses project data analytics and machine learning to deliver large-scale IT change programmes. Our project delivery ...,,,False,,,
ARC Digital Sloutions & Consultancy INC,"ARC is an independent company that provides integrated communication and information technology solutions, in addition to professional IT ...",,,False,,,
Aquient,"Aquient is a data-driven customer experience agency, that leverages data, technology, design and automation to create and optimise compelling ...",,,False,,,
Middleware New Zealand,"We are a niche consultancy that focuses on providing independent advice, strategy &amp; architecture road maps through to solution led product ...",,,False,,,
G Soft Solutions,G Soft Solutions Partners with Various Software majors to resell software licenses. We provide Cloud &amp; Managed Services ...,,,False,,,
MindMeister & MeisterTask,"To use the add-on, simply click on the MeisterTask icon. Choose which project and section the email should be added to, then click &#39;Create Task&#39; ...",,,False,,Google Workspace,GLOBAL_REGION
Cloudxchange.io,We are India&#39;s leading Multi-Cloud Managed Services Provider. We are having good expertise &amp; experience in delivering ...,,,False,,,
Cinematech,End to end managed services and IT support compnay. A/V systems and automation services are available as well. ... Managed ...,,,False,,,
IDAKSH TECHNOLOGIES,,,,False,,,
Inputec Soluções em Tecnologia,A Inputec é uma empresa integradora de soluções em tecnologia. Surgiu a partir da identificação das dificuldades encontradas ...,,,False,,,
iSolutions Informatikai Kft.,A felhő legyen Veled! iSolutions – teljeskörű és innovatív informatikai támogatás vállalatoknak. Előzd meg versenytársaidat ...,,,False,,Google Workspace,EMEA_REGION
HostBits - Soluções em nuvem,"A HostBits cresce ano a ano devido à sua obsessão de oferecer o melhor serviço aliado à um atendimento personalizado ao cliente, seguindo ...",,,False,,Google Workspace,LATAM_REGION
Elemedianet,Dallo sviluppo all&#39;integrazione di soluzioni cloud based. Aiutiamo le aziende a definire il processo di integrazione basandoci ...,,,False,,,
"45SQUARED, LLC",,,,False,,,
Eojji dot com,Blog. https://blog.naver.com/gsuite-reseller. YouTube Channel. https://www.youtube.com/c/eojji. Apps script developer https://www.eojji.com/app ...,,,False,,,
[GCPFS]Innoplexia GmbH,,,,False,,,
HiJiffy,Increase your direct bookings and your customer satisfaction with our cutting edge AI-powered Chat Booking Assistant and a one-stop platform for ...,,,False,,,
Upwire,"The easiest way to create amazing customer conversations using SMS, automated voice calls and emails and Micro-sites ...",,,False,,,
Skarpline,,,,False,,,
Sean O'Connor,Video Production • Online Services • Technical Support ... Attachment Name: a2f4M000001NAQB ... Industries: Financial ...,,,False,,,
IXI Solutions Sdn Bhd,IXI as a Google Workspace partner and cloud specialist we ease client&#39;s daily work routine by providing a custom email for your business and ...,,,False,,,
ZIPTech Solutions,"&quot;ZIPTech solutions&quot; is a multi-layered infrastructure-based provider of Information &amp; Communication Technology, system Integration, WWW cloud ...",,,False,,,
Olive e-Business Pvt Ltd,Olive E-Business Pvt. Ltd is a digital agency and gold Certified Partner with Microsoft. We provide Software Development ...,,,False,,,
Invictus Partners Pty Ltd,Invictus Partners assist clients in optimising their licence footprint and maintaining visibility of their compliance position ...,,,False,,,
Hiya Digital Private Limited,"Hiya Digital Private Limited is a privately owned and very well established, end-to-end web solutions company based in Mumbai, India ...",,,False,,Google Workspace,APAC_REGION
Danalitic,"Danalitic, Expert In crafting Intelligent Out of the Box AI/ML Development. We Create The Most Realistic AI Enabled Humanise ...",,,False,,,
GML Technology Ltd,"We are a full service IT company looking after a number of clients around the world, providing them with both onsite and remote support via a ...",,,False,,,
Ellicott Network Consultants,,,,False,,,
Imaginea Technologies Inc.,"An early adopter of the cloud paradigm, Imaginea has the experience of being the first mover to implement autoscaling, deploy more than 7000 ...",,,False,,,
V2 Technosys,V2 Technosys is .IN Accredited Registrar and Google Workspace Partner. We at V2 Technosys are on a Mission to help ...,,,False,,"Google Workspace, Google Workspace for Education",APAC_REGION
Entelgy,Entelgy ofrece una propuesta de valor especializada para acompañar a las empresas en su viaje de transformación digital ...,,,False,,,
Nexus GS Ltd,"Nexus GS Ltd is a Managed IT Service provider located in Coventry. We provide Managed IT Services, hardware procurement ...",,,False,,,
TINET,TINET is a company that delivers impact solutions and growing advantage for its clients. Our team is passionate to add value and solve problems ...,,,False,,,
th data GmbH,th data GmbH is a Berlin-based software company. We combine experience and dynamics in all projects. For more than ...,,,False,,Google Cloud Platform,GLOBAL_REGION
Yasza Creative,"We are creative agency in Bali, we build &amp; design website, graphic design, photography and digital marketing. ... Attachment ...",,,False,,,
Cloudgalaxy AI Private Limited,Cloudgalaxy AI Private Limited is a leading global technology services company. Working with organizations around the ...,,,False,,Google Workspace,APAC_REGION
DE SIMONE ANTONIO,,,,False,,,
Tinámica S.L,"WHAT WE DO? At tinámica, we provide technological and analytical solutions that have an impact on the processes and business of companies ...",,,False,,,
IT Dog Limited,,,,False,,,
Tabpilot,,,,False,Google for Education Integrated Solutions,,
Timeline Media,"We offer a wide range of IT, backup, marketing, website, video production and systems development services to business all over Perth ...",,,False,,,
Computer Land Malaysia Sdn Bhd,"Computer Land Malaysia Sdn Bhd (CLM), is provider of services and solutions for information and communication technology (ICT) ...",,,False,,,
cavere,Cavere delivers G-suite support for local companies and Gouvernement. Specialist in lift and shift infrastructure to Cloud ...,,,False,,,
Octocom,"Technology Partner focus on business applications for SMBs. ... Industries: Education, Financial Services, Other, Business ...",,,False,,Google Workspace,LATAM_REGION
One Planet,"One Planet is a boutique consulting firm that empowers clients to innovate their businesses, leveraging cloud, AI &amp; analytics ...",,,False,,,
Havas Helia Ltd T/A Catchi,"Catchi is Australasia&#39;s leading digital conversion consultancy firm founded in 2012, and acquired in 2018 by the Havas Group, headquartered in ...",,,False,,,
New Era IT Limited (NEW ERA CAP NEW ZEALAND),Industries: Education,,,False,,Google Workspace,APAC_REGION
Webstep AS,Webstep er et teknologi- og rådgivningsselskap med ca. 400 ansatte i Norge og Sverige. Selskapet ble etablert i år 2000 ...,,,False,,,
"NAMUTECH CO., LTD.",Namutech has provided consulting and implementation services for its own software called NCC to more than 200 enterprise customers through ...,,,False,,,
Onrego Ltd,Born in the cloud. We are a bunch of cloud native cloud-experts on a mission to modernize. We help companies to adopt ...,,,False,,,
"Seer Technologies, Inc.",Seer Technologies Inc. (“Seer”) is a 100% Filipino software company known for its portfolio of high-performing enterprise software services ...,,,False,,,
Naga Consultores,"Somos Naga, te apoyamos en lo que necesites. Nacimos para apoyar a empresas de cualquier tamaño. Nuestra meta ...",,,False,,,
Naganoware,"Naganoware offers technology audit services, computer security, network maintenance, computer systems and user support to companies that want ...",,,False,,,
Daltum Systems,Somos una compañía de desarrollo de sistemas y venta de equipo de computo. Establecemos relaciones a largo plazo ...,,,False,,,
AIRE NETWORKS (OASIX),"With 20 years&#39; experience, we are the Wholesale Telecommunications Operator in Spain with the most presence and capillarity in rural and ...",,,False,,,
JFconcept GmbH,"Die Online Spezialisten für Google Ads und Gewerbekunden. Unterstützung von individueller Webentwicklung, komplexen ...",,,False,,,
"B Squared Solutions, LLC","Industries: Business &amp; Professional Services, Software &amp; Internet, Telecommunications",,,False,,,
Blue Crystal Solutions,"At Blue Crystal Solutions (BCS) we are dedicated to delivering Cloud, Application and Database Management services to C Level Executives and ...",,,False,,,
Octopus Digital,"Octopus Digital&#39;s IoT platform enables manufacturing enterprises, and businesses like system integrators and OEMs that help them to transform the ...",,,False,,Google Cloud Platform,GLOBAL_REGION
Protek Information Technology Services,Protek provides System Integration Consulting Services to New York State and New York City on the most complex and critical IT projects ...,,,False,,,
Sanver Sports Private Limited,,,,False,,,
Ziel Infosolutions Pvt. Ltd.,Ziel Infosolutions Pvt. Ltd. is a Google Cloud Partner that can help you recognise the full benefits of G Suite. Whether you ...,,,False,,,
CEyX LTD,"By understanding our customers business requirements, challenges and historical project delivery methods, successes and failures, we deliver in ...",,,False,,,
S4N,"S4N extends and improves our customers&#39; technology organizations with performant, inter-disciplinary teams specialized in building world-class ...",,,False,,,
ServIT Limitada,"Contamos con más de 10 años de experiencia en el mercado, brindando soluciones integrales a nuestros clientes. ... Transformación ...",,,False,,Google Workspace,LATAM_REGION
Kaizena,"Highlight and speak your voice comments, attach lessons, track skills and complete your rubric right inside Google Docs ...",,,False,Google for Education Integrated Solutions,,
The Data Team Pte. Ltd.,"TheDataTeam is a data strategy company, that accelerates Enterprise Transformation through premium consulting services and its innovative data ...",,,False,,,
trucloud,Whether you are exploring your options for the first time or in the midst of migrating workloads to the Google cloud; we offer a full-service approach ...,,,False,,,
Yug Technologies,,,,False,,,
"上海觉新信息科技有限公司 （Shanghai NextCont Information Technology Co., Ltd）","Shanghai NextCont Information Technology Co., Ltd is Google&#39;s technical partner in Shanghai, China. We are able to help ...",,,False,,,
Afi Technologies,"Afi.ai develops innovative cloud data protection and management platform, based on enterprise-grade architecture and Artificial Intelligence engine ...",,,False,,,
CYBERSURF (INDIA),"Digital agency focused on designing and implementing solutions, services and platforms. ... design. experience. ... Attachment ...",,,False,,,
"HouseCanary, Inc.",,,,False,,,
Skyward,,,,False,Google for Education Integrated Solutions,,
Social Champ . Inc,,,,False,,,
MIS - Al Moammar Information Systems Co.,Empower our customers with knowledge and expertise; Commitment to excellence and customer satisfaction; A catalyst ...,,,False,,Google Cloud Platform,EMEA_REGION
WooCode AB,På WooCode har vi en passion som går över allt annat. Vi brinner för systemutveckling och de möjligheter vår utveckling skapar för dig som kund ...,,,False,,,
PT Awan Integrasi Sandidata ( ViBiCloud ),"ViBiCloud (PT. Awan Integrasi Sandidata) is an Information Technology company based in Indonesia, which was founded ...",,,False,,,
ITLsmart,"We help creating digital solutions to empower businesses with Safe Cloud Technology, IoT and Machine Learning. Practical ...",,,False,,,
J. Darin Thomas Technology LLC,"J. Darin Thomas Technology is your partner in the Google Cloud process, from the initial assessment and analysis of your environment to the plan ...",,,False,,,
Astrafy,Professional services company with main focus on Data Engineering and AI through a modern data stack and a strong human twist ...,,,False,,Google Cloud Platform,EMEA_REGION
Organisemee Unternehmergesellschaft (haftungsbeschraenkt),Organiseme is a to-do list and kanban board application that helps you and your teams getting things done. With the kanban ...,,,False,,Google Workspace,GLOBAL_REGION
Foxpass,Foxpass offers enterprise-grade infrastructure identity and access control to companies of every size. Our cloud-hosted ...,,,False,,Google Workspace,GLOBAL_REGION
Pixelmade ApS,"Vi er specialiseret i at få små virksomheder til at arbejde smartere, hurtigere og samtidig reducere omkostningerne til virksomhedens webløsninger ...",,,False,,,
DNAstack,"We develop standards and technologies for scientists to more efficiently find, access, and analyze the world&#39;s exponentially growing volumes of ...",,,False,ISV Solution Connect,,
UNLIMITED.RS,Petnaestogodišnje iskustvo na globalnom tržištu u pružanju Web hosting usluga naučilo nas je kako dobar hosting provajder treba da izgleda ...,,,False,,Google Workspace,EMEA_REGION
IT Solver,"Based in Brisbane, IT Solver caters for small businesses (1 - 50 employees) who want well designed, simple and smart IT solutions that scale well ...",,,False,,Google Workspace,GLOBAL_REGION
Veritone Inc.,,,,False,,,
Epidosi,Migrer son entreprise sur le Cloud n&#39;est pas qu&#39;une question « d&#39;informatique ». C&#39;est un changement d&#39;état d&#39;esprit de ...,,,False,,Google Workspace,EMEA_REGION
S3K S.p.A.,S3K Spa is a High-tech Italian Company that boasts a unique market profile thanks to its innovative approach to Security ...,,,False,,,
Direct IT,"W Direct IT zajmujemy się kompleksową i profesjonalną obsługą informatyczną firm. Dbamy o wydajność, szybkość i bezawaryjność ...",,,False,,Google Workspace,EMEA_REGION
Druva,,,,False,,,
Vishwas Trading,"A Premier Hardware company. ... Attachment Name: Weblink, Logo ... Industries: Education, Electrical &amp; Electronics, Healthcare ...",,,False,,,
Hinfoluz,"teste. ... Industries: Other, Business &amp; Professional Services, Electrical &amp; Electronics, Software &amp; Internet, Telecommunications ...",,,False,,,
Best Cloud9 International Limited,Best Cloud9 Inc is a G Suites Partner in China. We provide you with professional assistance in G Suites implementation ...,,,False,,,
gigaict,"GIGAICT is an experienced web and mobile technology firm located in Kabul, Afghanistan. It provides cost-effective solutions ...",,,False,,,
"NubeliU - Plan, Build, Manage & Optimize","We&#39;re a hybrid-multi-cloud partner based in Argentina, covering the LatAm region. Our goal is to help customers develop ...",,,False,,,
Citus Data Inc.,,,,False,,,
"Digital Samba, SL","Built with HTML5 &amp; WebRTC, the Samba Live videoconferencing platform enables organizations across industries to hold video meetings, webinars ...",,,False,,Google Workspace,GLOBAL_REGION
Talon Storage Solutions,,,,False,,,
Cloudsolute,"Cloudsolute est le prolongement cloud d&#39;Appsolute, l&#39;agence lyonnaise spécialisée dans le développement mobile. Après ...",,,False,,,
"Core Training & Consulting, Llc.",,,,False,,,
Pro IT,Pro-IT was established in 2009 with the aim of providing exceptional IT services to its clients by putting the customer first ...,,,False,,,
Cintra Software and Services Inc,"Specialist Oracle Applications, Database, Infrastructure Professional Services and Managed Services provider. ... Architecting your Success ...",,,False,,,
Mavericks TechnoLabs (India) Pvt. Ltd.,"Mavericks is all about excellence, passion and flexibility. We work on vast projects ranging from simple information systems ...",,,False,,,
Versa Computing,Versa offers a remotely managed IT department for all types of organizations and market sectors. Receive high-quality ...,,,False,,,
Total Repairs AS,Industries: Business &amp; Professional Services,,,False,,,
CDM ICT,"Educational offer. By means of sustainable training, boot camps, trajectories and workshops, we want to give teachers the ...",,,False,,,
Nexinns,Somos una empresa de consultoría de experiencia y reconocida en el campo de la Tecnología de la Información y elaboración de diferentes ...,,,False,,Google Workspace,LATAM_REGION
GDchain,"GDChain in an AI / Cloud technology and platform company which provides AI and Cloud strategy consulting, deep-learning based data analysis ...",,,False,,,
Facets.Cloud,Facets.cloud enables self-service infrastructure management for companies with large and complex DevOps setups by automating the last mile of ...,,,False,,Google Cloud Platform,GLOBAL_REGION
Version Next Technologies Pvt Ltd.,"Working in an industry that is constantly moving, Version Next Technologies is an offbeat Web Hosting and IT Solutions providing company that is ...",,,False,,,
Exafluence Inc,Exafluence is domain centric data and analytics company that utilizes modern digital technologies to enhance the competitive advantage of its ...,,,False,,,
Grandtech Systems Sdn Bhd,"Since its very humble first steps at its inception back in July 1991 and headquarter in Taipei, Taiwan, GrandTech has traveled thousands of miles to ...",,,False,,,
Promptly,Promptly (https://trypromptly.com) is a Generative AI platform that helps enterprises seamlessly integrate AI into their existing products or scale ...,,,False,,Google Cloud Platform,GLOBAL_REGION
Writable,"Writable scaffolds student learning and builds lifelong writing and reading skills for students in grades 3-12, while saving teachers time on daily ...",,,False,Google for Education Integrated Solutions,Google Workspace,GLOBAL_REGION
Bourntec Solutions,"Bourntec Solutions Inc. a CMMI Level 3 company, is a global managed service provider focused on helping our clients ...",,,False,,,
Disruptancy Ltd,,,,False,,,
"Bayou Technologies, LLC","Bayou Technologies provides modern solutions encompassing Technology, Cybersecurity, Communication, and Marketing ...",,,False,,,
BRICOR Australia PTY LTD,,,,False,,,
Expert-Team Ltd.,"We offer you business-focused advice tailored to your needs. We are client-centric, have world vision and are performance driven ...",,,False,,,
INFOWAY,"We are group of IT professionals, Chartered Accountants, Advocates, having expertise in Real Estate Industry since 1993 ...",,,False,,,
Time is Ltd.,Time is Ltd. is an advanced analytical SaaS platform that provides a holistic view of organizational time management. Measure ...,,,False,,Google Workspace,GLOBAL_REGION
LGND,LGND is a digital consulting firm that builds storytelling GIS products to make complex issues more accessible and engaging ...,,,False,,,
TDS Media Limited Liability Partnership,"TDS Media is one of the top digital agencies in EEA and Central. Asia countries, rapidly expanding in Singapore, Russia, Turkey ...",,,False,,,
Tech Superpowers LLC (formerly Tech Superpowers Ltd),"Industries: Financial Services, Advertising &amp; Marketing, Business &amp; Professional Services, Non-Profit, Government",,,False,,,
Robotnik,,,,False,,,
DataRPM,,,,False,,,
5rings,A leading provider of essential business services. ... Attachment Name: a2f4M000001N9BN ... Industries: Financial Services ...,,,False,,,
Northlake Analytics,"We help support the public sector and companies working in the financial, tech and business services industries with their needs ...",,,False,,,
DISTINCTIVETECH LLC,DISTINCTIVETECH LLC is government contractor of computer Hardware and software. Our goal is to provide the highest ...,,,False,,,
"A2 Services Iowa, LLC","Industries: Automotive, Business &amp; Professional Services, Retail &amp; Wholesale",,,False,,,
TekLink International Inc.,"Founded in 2003, TekLink specializes in services in support of data engineering, business intelligence, planning, analytics, and data warehousing ...",,,False,,,
Mity Digital,We have the might to create stunning custom designed websites and web-based applications and the insight to guide you through the right strategy ...,,,False,,,
Bookry Ltd,,,,False,,Google Workspace,GLOBAL_REGION
Balasai Net Pvt. Ltd.,"Industries: Financial Services, Media &amp; Entertainment, Software &amp; Internet",,,False,,Google Workspace,APAC_REGION
Three 13 Solutions Private Limited,Three 13 Solutions is a professional consulting and services company facilitating the transformation of businesses using new age technologies ...,,,False,,,
MN WORLD ENTERPRISE PRIVATE LIMITED,"Industries: Financial Services, Business &amp; Professional Services, Energy &amp; Utilities, Healthcare &amp; Life Sciences, Industrial Goods &amp; Manufacturing ...",,,False,,,
COQIT,"Cloud Solutions, cloud migrations, google workspace and google cloud platform services. ... COQIT / CloudKnights ... Attachment ...",,,False,,,
"iOne Resources, Inc","iOne Resources, Inc is one of the trusted Systems Integrator and Managed Service provider for the government and private sectors ...",,,False,,,
LINKBYNET,"Linkbynet is a global managed services provider, with a focus on cloud and security solutions that support enterprise customers and provides cost ...",,,False,,,
中強光電股份有限公司,中強光電於1992年6月30日設立於新竹科學園區，自創立以來即定位公司為”創新顯示系統整合方案之提供者”，是台灣第一家液晶背光模組製造商，並且 ...,,,False,,,
Nexus Network,"Nexus Network is a premier IT solution provider in Indonesia. Our team of highly dedicated, highly experienced engineers ...",,,False,,,
"Timestamp – Business Intelligence & Warehousing, Lda","A company dedicated to innovative projects on the Analytics, Performance Management and Big Data areas, with a very strong commitment to ...",,,False,,,
TechnoGen IT Services (Thailand) Ltd.,,,,False,,,
Thailand Educator Group (TEG),Support business matching for startup companies especially those with emerging technology to be competitive in global IT and IT related ...,,,False,,Google Workspace,GLOBAL_REGION
Kaizen Technology Partners,"From evaluation and planning, to production and implementation, Kaizen provides you with the architects, administrators and engineers needed to ...",,,False,,,
Juno,,,,False,,,
"Mosspaper, Inc",,,,False,,,
BIKM,BIKM is an innovative networked company that focuses its consulting activities on. Business; Innovation; Knowledge; Management ...,,,False,,,
Pixit Media,,,,False,,,
Innoguate,"Industries: Education, Advertising &amp; Marketing, Business &amp; Professional Services, Software &amp; Internet, Tourism &amp; Leisure",,,False,,,
Wysiwyg Oy,"Toteutamme turvalliset, hakukoneystävälliset ja nopeasti latautuvat verkkosivut perustuen parhaisiin käytäntöihin ja uusimpiin tekniikoihin ...",,,False,,,
Datrium Inc.,,,,False,,,
Yellow Stone Technologies,"Founded in 2017, YST leadership team has expertise on how organisations work, collaborate, engage, analyse and report to meet key business ...",,,False,,,
Soldesk,"We are &#39;Soldesk&#39; which is IT Professional Education ​Center, based in Seoul, South Korea. We run about 40~50 classes a year ...",,,False,,,
Arcules,Arcules is the groundbreaking provider of Video Cloud IoT as a Service. Using the latest cloud and artificial intelligence ...,,,False,,,
"Cloud 9, LLC.",Industries: Business &amp; Professional Services,,,False,,,
"Actions (Zhuhai) Technology Co., Ltd.",,,,False,,,
Dinabeat Group,"​. ... Trust the Future ... Attachment Name: Linkedin Profile, Logo Dina ... Industries: Agriculture, Healthcare &amp; Life Sciences ...",,,False,,,
ekmor,"As a digital agency from Düsseldorf, Germany, we are happy to advise you on all topics concerning Google Workspace ...",,,False,,,
WASOE,WASOE. noun \ ˈwä(ˌ)sōo \. We combineren zowel technische expertise als een goed oog voor esthetiek om aantrekkelijke ...,,,False,,,
COST ITECH SERVICES SRL,Cost Itech Services SRL is a company from Bucharest that sells software licenses. ... Attachment Name: a2f4M000001N8iu ...,,,False,,,
Sullivan Cloud,"Sullivan, impliqué dans Google Cloud depuis 2014, ya développé un savoir faire et une expertise focalisée sur quelques thèmes ...",,,False,,,
Par-Tec S.p.A.,"More than 20 years after our establishment, we are the perfect synthesis of the skills and cultures of our group. Considered ...",,,False,,,
lifecell,"lifecell – український оператор мобільного зв&#39;язку, власником 100% акцій якого є міжнародна компанія-лідер Turkcell ...",,,False,,,
Chipsy Information Technology Services,"We are a Team of Creative &amp; Innovative Tech-Savvy. We architect, design, and deliver iconic experiences, services, and ...",,,False,,,
AKQA Pty Ltd,AKQA is an ideas and innovation company. We exist to create the future with our clients through the imaginative application of art and science ...,,,False,,,
web o tech,"Started in April 2003 with a small team of just 4 and a small office, we have traveled a long journey of 17 years. Yet, the ...",,,False,,Google Workspace,APAC_REGION
[GCPFS]Startups.co,,,,False,,,
BLG Technologies,"Telecommunications Company. ... Industries: Education, Other, Automotive, Business &amp; Professional Services, Electrical ...",,,False,,,
史特林有限公司 - 整合資訊系統,我們以『服務優先、客戶至上』為經營理念之資訊服務團隊，使客戶能以最小的成本獲得最大的效益，一直以來都是我們最核心的訴求！ 我們強調的不只是 ...,,,False,,,
"Anchor Technologies, Inc.","Anchor Technologies is a privately held company based in Tokyo, Japan. Anchor Technologies was founded with the mission ...",,,False,SecOps Reseller Initiative,Google Cloud Platform,JAPAN_REGION
Sikka Software Corporation,,,,False,,,
SigntoDesign Pvt Ltd (OPC),,,,False,,,
Creative Web Designers (I) Pvt. Ltd.,Creative Web Designers(i)Pvt Ltd. is a web consulting and engineering enterprise with an extensive clientele from diverse ...,,,False,,,
PT. Archipelago International Indonesia,Archipelago International is the largest hospitality company in southeast Asia and seen as a technical leader in the industry ...,,,False,,Google Workspace,APAC_REGION
W3B,Jesteśmy grupą specjalistów tworzących od lat profesjonalne rozwiązania związane z internetem. Obsługujemy wiele firm ...,,,False,,,
